UserID,KYC_Level,Account_Open_Date,Risk_Score_History,AddressHistory,Current_Risk_Score,Total_Accounts,Is_VIP
UID_06381,Level 1 (Basic),9/13/2021,"[{""Date"": ""2025-10-14"", ""Score"": 844}, {""Date"": ""2025-09-23"", ""Score"": 608}, {""Date"": ""2025-08-02"", ""Score"": 468}]","[{""AddressID"": ""ADDR-USR00035-1"", ""Street"": ""Street 611"", ""City"": ""Tokyo"", ""State"": ""BER"", ""ZipCode"": ""80720"", ""MoveInDate"": ""2015-11-27""}, {""AddressID"": ""ADDR-USR00035-2"", ""Street"": ""Street 172"", ""City"": ""New York"", ""State"": ""NY"", ""ZipCode"": ""47089"", ""MoveInDate"": ""2016-11-13""}, {""AddressID"": ""ADDR-USR00035-3"", ""Street"": ""Street 931"", ""City"": ""London"", ""State"": ""TKY"", ""ZipCode"": ""57958"", ""MoveInDate"": ""2017-06-28""}]",741,1,FALSE
UID_03205,Level 2 (Verified),8/28/2023,"[{""Date"": ""2025-10-11"", ""Score"": 468}, {""Date"": ""2025-09-16"", ""Score"": 591}, {""Date"": ""2025-08-06"", ""Score"": 545}]","[{""AddressID"": ""ADDR-USR00036-1"", ""Street"": ""Street 868"", ""City"": ""Paris"", ""State"": ""PAR"", ""ZipCode"": ""25369"", ""MoveInDate"": ""2015-10-16""}, {""AddressID"": ""ADDR-USR00036-2"", ""Street"": ""Street 187"", ""City"": ""Paris"", ""State"": ""LON"", ""ZipCode"": ""65388"", ""MoveInDate"": ""2016-11-07""}, {""AddressID"": ""ADDR-USR00036-3"", ""Street"": ""Street 352"", ""City"": ""Paris"", ""State"": ""NY"", ""ZipCode"": ""20607"", ""MoveInDate"": ""2017-12-27""}]",790,1,FALSE
UID_03984,Level 1 (Basic),4/29/2024,"[{""Date"": ""2025-10-20"", ""Score"": 844}, {""Date"": ""2025-09-01"", ""Score"": 499}, {""Date"": ""2025-08-12"", ""Score"": 545}]","[{""AddressID"": ""ADDR-USR00037-1"", ""Street"": ""Street 736"", ""City"": ""Tokyo"", ""State"": ""TKY"", ""ZipCode"": ""77231"", ""MoveInDate"": ""2015-02-11""}, {""AddressID"": ""ADDR-USR00037-2"", ""Street"": ""Street 722"", ""City"": ""New York"", ""State"": ""NY"", ""ZipCode"": ""88071"", ""MoveInDate"": ""2016-09-12""}, {""AddressID"": ""ADDR-USR00037-3"", ""Street"": ""Street 184"", ""City"": ""Paris"", ""State"": ""BER"", ""ZipCode"": ""92006"", ""MoveInDate"": ""2017-11-26""}]",591,4,FALSE
UID_12762,Level 3 (Full KYC),12/13/2023,"[{""Date"": ""2025-10-05"", ""Score"": 741}, {""Date"": ""2025-09-07"", ""Score"": 591}, {""Date"": ""2025-08-08"", ""Score"": 499}]","[{""AddressID"": ""ADDR-USR00038-1"", ""Street"": ""Street 205"", ""City"": ""New York"", ""State"": ""BER"", ""ZipCode"": ""88399"", ""MoveInDate"": ""2015-02-05""}, {""AddressID"": ""ADDR-USR00038-2"", ""Street"": ""Street 728"", ""City"": ""Berlin"", ""State"": ""TKY"", ""ZipCode"": ""52569"", ""MoveInDate"": ""2016-04-17""}, {""AddressID"": ""ADDR-USR00038-3"", ""Street"": ""Street 765"", ""City"": ""Tokyo"", ""State"": ""PAR"", ""ZipCode"": ""65915"", ""MoveInDate"": ""2017-12-27""}]",591,4,FALSE
UID_12423,Level 3 (Full KYC),5/10/2022,"[{""Date"": ""2025-10-10"", ""Score"": 783}, {""Date"": ""2025-09-12"", ""Score"": 545}, {""Date"": ""2025-08-03"", ""Score"": 844}]","[{""AddressID"": ""ADDR-USR00039-1"", ""Street"": ""Street 913"", ""City"": ""New York"", ""State"": ""LON"", ""ZipCode"": ""83648"", ""MoveInDate"": ""2015-09-30""}, {""AddressID"": ""ADDR-USR00039-2"", ""Street"": ""Street 449"", ""City"": ""Paris"", ""State"": ""PAR"", ""ZipCode"": ""48778"", ""MoveInDate"": ""2016-07-18""}, {""AddressID"": ""ADDR-USR00039-3"", ""Street"": ""Street 525"", ""City"": ""Paris"", ""State"": ""NY"", ""ZipCode"": ""11337"", ""MoveInDate"": ""2017-10-25""}]",591,1,FALSE
UID_02468,Level 3 (Full KYC),2/13/2024,"[{""Date"": ""2025-10-17"", ""Score"": 468}, {""Date"": ""2025-09-17"", ""Score"": 783}, {""Date"": ""2025-08-15"", ""Score"": 616}]","[{""AddressID"": ""ADDR-USR00040-1"", ""Street"": ""Street 420"", ""City"": ""Berlin"", ""State"": ""PAR"", ""ZipCode"": ""27826"", ""MoveInDate"": ""2015-01-16""}, {""AddressID"": ""ADDR-USR00040-2"", ""Street"": ""Street 307"", ""City"": ""London"", ""State"": ""LON"", ""ZipCode"": ""55243"", ""MoveInDate"": ""2016-05-24""}, {""AddressID"": ""ADDR-USR00040-3"", ""Street"": ""Street 865"", ""City"": ""Berlin"", ""State"": ""PAR"", ""ZipCode"": ""93817"", ""MoveInDate"": ""2017-07-14""}]",616,5,FALSE
UID_14844,Level 3 (Full KYC),11/11/2020,"[{""Date"": ""2025-10-11"", ""Score"": 616}, {""Date"": ""2025-09-02"", ""Score"": 783}, {""Date"": ""2025-08-01"", ""Score"": 790}]","[{""AddressID"": ""ADDR-USR00041-1"", ""Street"": ""Street 168"", ""City"": ""Paris"", ""State"": ""BER"", ""ZipCode"": ""11018"", ""MoveInDate"": ""2015-06-07""}, {""AddressID"": ""ADDR-USR00041-2"", ""Street"": ""Street 249"", ""City"": ""New York"", ""State"": ""TKY"", ""ZipCode"": ""36599"", ""MoveInDate"": ""2016-09-28""}, {""AddressID"": ""ADDR-USR00041-3"", ""Street"": ""Street 633"", ""City"": ""Paris"", ""State"": ""TKY"", ""ZipCode"": ""45456"", ""MoveInDate"": ""2017-07-19""}]",844,3,FALSE
UID_10428,Level 2 (Verified),11/18/2024,"[{""Date"": ""2025-10-21"", ""Score"": 545}, {""Date"": ""2025-09-19"", ""Score"": 545}, {""Date"": ""2025-08-09"", ""Score"": 790}]","[{""AddressID"": ""ADDR-USR00042-1"", ""Street"": ""Street 421"", ""City"": ""London"", ""State"": ""TKY"", ""ZipCode"": ""39509"", ""MoveInDate"": ""2015-08-11""}, {""AddressID"": ""ADDR-USR00042-2"", ""Street"": ""Street 547"", ""City"": ""New York"", ""State"": ""LON"", ""ZipCode"": ""97259"", ""MoveInDate"": ""2016-07-28""}, {""AddressID"": ""ADDR-USR00042-3"", ""Street"": ""Street 767"", ""City"": ""Tokyo"", ""State"": ""BER"", ""ZipCode"": ""24749"", ""MoveInDate"": ""2017-07-14""}]",790,4,FALSE
UID_12392,Level 3 (Full KYC),1/10/2025,"[{""Date"": ""2025-10-14"", ""Score"": 790}, {""Date"": ""2025-09-15"", ""Score"": 741}, {""Date"": ""2025-08-08"", ""Score"": 499}]","[{""AddressID"": ""ADDR-USR00043-1"", ""Street"": ""Street 979"", ""City"": ""Paris"", ""State"": ""TKY"", ""ZipCode"": ""12079"", ""MoveInDate"": ""2015-03-26""}, {""AddressID"": ""ADDR-USR00043-2"", ""Street"": ""Street 395"", ""City"": ""Tokyo"", ""State"": ""NY"", ""ZipCode"": ""62526"", ""MoveInDate"": ""2016-05-10""}, {""AddressID"": ""ADDR-USR00043-3"", ""Street"": ""Street 833"", ""City"": ""Tokyo"", ""State"": ""BER"", ""ZipCode"": ""94410"", ""MoveInDate"": ""2017-01-06""}]",790,1,FALSE
UID_11517,Level 1 (Basic),1/18/2025,"[{""Date"": ""2025-10-02"", ""Score"": 499}, {""Date"": ""2025-09-02"", ""Score"": 783}, {""Date"": ""2025-08-24"", ""Score"": 616}]","[{""AddressID"": ""ADDR-USR00044-1"", ""Street"": ""Street 321"", ""City"": ""Berlin"", ""State"": ""NY"", ""ZipCode"": ""61161"", ""MoveInDate"": ""2015-03-18""}, {""AddressID"": ""ADDR-USR00044-2"", ""Street"": ""Street 795"", ""City"": ""New York"", ""State"": ""NY"", ""ZipCode"": ""31382"", ""MoveInDate"": ""2016-10-20""}, {""AddressID"": ""ADDR-USR00044-3"", ""Street"": ""Street 892"", ""City"": ""London"", ""State"": ""LON"", ""ZipCode"": ""28623"", ""MoveInDate"": ""2017-10-20""}]",783,4,FALSE
UID_07260,Level 1 (Basic),11/20/2022,"[{""Date"": ""2025-10-07"", ""Score"": 608}, {""Date"": ""2025-09-09"", ""Score"": 591}, {""Date"": ""2025-08-24"", ""Score"": 499}]","[{""AddressID"": ""ADDR-USR00045-1"", ""Street"": ""Street 873"", ""City"": ""London"", ""State"": ""PAR"", ""ZipCode"": ""85813"", ""MoveInDate"": ""2015-03-01""}, {""AddressID"": ""ADDR-USR00045-2"", ""Street"": ""Street 282"", ""City"": ""Berlin"", ""State"": ""LON"", ""ZipCode"": ""62599"", ""MoveInDate"": ""2016-11-29""}, {""AddressID"": ""ADDR-USR00045-3"", ""Street"": ""Street 883"", ""City"": ""Tokyo"", ""State"": ""NY"", ""ZipCode"": ""26685"", ""MoveInDate"": ""2017-02-22""}]",468,2,FALSE
UID_12509,Level 2 (Verified),2/16/2024,"[{""Date"": ""2025-09-29"", ""Score"": 616}, {""Date"": ""2025-09-11"", ""Score"": 608}, {""Date"": ""2025-08-10"", ""Score"": 616}]","[{""AddressID"": ""ADDR-USR00046-1"", ""Street"": ""Street 307"", ""City"": ""Tokyo"", ""State"": ""TKY"", ""ZipCode"": ""30864"", ""MoveInDate"": ""2015-10-29""}, {""AddressID"": ""ADDR-USR00046-2"", ""Street"": ""Street 641"", ""City"": ""Berlin"", ""State"": ""BER"", ""ZipCode"": ""85660"", ""MoveInDate"": ""2016-10-05""}, {""AddressID"": ""ADDR-USR00046-3"", ""Street"": ""Street 788"", ""City"": ""Berlin"", ""State"": ""PAR"", ""ZipCode"": ""50041"", ""MoveInDate"": ""2017-12-05""}]",468,5,FALSE
UID_10627,Level 3 (Full KYC),11/7/2021,"[{""Date"": ""2025-09-30"", ""Score"": 616}, {""Date"": ""2025-09-17"", ""Score"": 591}, {""Date"": ""2025-08-19"", ""Score"": 616}]","[{""AddressID"": ""ADDR-USR00047-1"", ""Street"": ""Street 207"", ""City"": ""Paris"", ""State"": ""PAR"", ""ZipCode"": ""75420"", ""MoveInDate"": ""2015-06-23""}, {""AddressID"": ""ADDR-USR00047-2"", ""Street"": ""Street 601"", ""City"": ""London"", ""State"": ""NY"", ""ZipCode"": ""11216"", ""MoveInDate"": ""2016-07-21""}, {""AddressID"": ""ADDR-USR00047-3"", ""Street"": ""Street 887"", ""City"": ""Paris"", ""State"": ""PAR"", ""ZipCode"": ""40210"", ""MoveInDate"": ""2017-01-08""}]",499,4,FALSE
UID_05492,Level 2 (Verified),12/23/2024,"[{""Date"": ""2025-10-17"", ""Score"": 608}, {""Date"": ""2025-09-13"", ""Score"": 790}, {""Date"": ""2025-08-01"", ""Score"": 616}]","[{""AddressID"": ""ADDR-USR00048-1"", ""Street"": ""Street 802"", ""City"": ""Berlin"", ""State"": ""PAR"", ""ZipCode"": ""15506"", ""MoveInDate"": ""2015-12-24""}, {""AddressID"": ""ADDR-USR00048-2"", ""Street"": ""Street 842"", ""City"": ""Berlin"", ""State"": ""LON"", ""ZipCode"": ""94579"", ""MoveInDate"": ""2016-05-29""}, {""AddressID"": ""ADDR-USR00048-3"", ""Street"": ""Street 337"", ""City"": ""New York"", ""State"": ""TKY"", ""ZipCode"": ""97866"", ""MoveInDate"": ""2017-04-22""}]",844,1,FALSE
UID_08270,Level 3 (Full KYC),3/17/2024,"[{""Date"": ""2025-10-23"", ""Score"": 591}, {""Date"": ""2025-09-09"", ""Score"": 499}, {""Date"": ""2025-08-09"", ""Score"": 608}]","[{""AddressID"": ""ADDR-USR00049-1"", ""Street"": ""Street 225"", ""City"": ""Berlin"", ""State"": ""PAR"", ""ZipCode"": ""42474"", ""MoveInDate"": ""2015-09-19""}, {""AddressID"": ""ADDR-USR00049-2"", ""Street"": ""Street 530"", ""City"": ""Tokyo"", ""State"": ""LON"", ""ZipCode"": ""38276"", ""MoveInDate"": ""2016-05-10""}, {""AddressID"": ""ADDR-USR00049-3"", ""Street"": ""Street 980"", ""City"": ""New York"", ""State"": ""LON"", ""ZipCode"": ""21806"", ""MoveInDate"": ""2017-05-09""}]",616,2,TRUE
UID_02659,Level 3 (Full KYC),6/19/2021,"[{""Date"": ""2025-10-16"", ""Score"": 468}, {""Date"": ""2025-08-31"", ""Score"": 499}, {""Date"": ""2025-08-24"", ""Score"": 783}]","[{""AddressID"": ""ADDR-USR00050-1"", ""Street"": ""Street 572"", ""City"": ""Paris"", ""State"": ""PAR"", ""ZipCode"": ""60091"", ""MoveInDate"": ""2015-03-24""}, {""AddressID"": ""ADDR-USR00050-2"", ""Street"": ""Street 706"", ""City"": ""Tokyo"", ""State"": ""NY"", ""ZipCode"": ""81551"", ""MoveInDate"": ""2016-04-09""}, {""AddressID"": ""ADDR-USR00050-3"", ""Street"": ""Street 403"", ""City"": ""Berlin"", ""State"": ""LON"", ""ZipCode"": ""90712"", ""MoveInDate"": ""2017-10-11""}]",783,3,TRUE
